80,40,-53
80,45,-53
80,50,-53
80,55,-60
80,60,-60
80,65,-65
80,70,-65
80,75,-64
90,25,-54
90,30,-54
90,35,-53
90,40,-51
90,45,-51
90,50,-55
90,55,-55
90,60,-60
90,65,-63
90,70,-63
90,75,-59
100,25,-54
100,30,-54
100,35,-60
100,40,-60
100,45,-59
100,50,-59
100,55,-58
100,60,-54
100,65,-54
100,70,-52
100,75,-52
110,25,-52
110,30,-53
110,35,-55
110,40,-55
110,45,-53
110,50,-53
110,55,-53
110,60,-53
110,65,-54
110,70,-54
110,75,-54
120,25,-53
120,30,-49
120,35,-49
120,40,-49
120,45,-50
120,50,-51
120,55,-52
120,60,-52
120,65,-52
120,70,-52
120,75,-52
130,25,-76
130,30,-48
130,35,-48
130,40,-48
130,45,-48
130,50,-48
130,55,-48
130,60,-49
130,65,-52
130,70,-49
130,75,-48
140,25,-47
140,30,-47
140,35,-52
